0,2008
1,total
2,guide
3,auction
4,said
5,55bn
6,slipped
7,its
8,deposits
9,customer
10,until
11,showed
12,over
13,time
14,compared
15,joined
16,55pc
17,year
18,government
19,9pc
20,books
21,companies
22,number
23,available
24,conditions
25,borrowers
26,borrowed
27,european
28,184bn
29,retail
30,analysts
31,warned
32,16
33,frankfurtbased
34,12
35,230m
36,12pc
37,could
38,1993
39,debts
40,2434bn
41,may
42,previous
43,a
44,tightened
45,increasing
46,factor
47,up
48,reliance
49,s
50,lodgmnts
51,down
52,banks
53,yet
54,to
55,1373bn
56,drop
57,reflected
58,moves
59,eurozone
60,by
61,firms
62,irish
63,same
64,organisations
65,has
66,amount
67,143pc
68,bank
69,overall
70,forced
71,get
72,economy
73,period
74,much
75,and
76,sign
77,that
78,2002bn
79,against
80,than
81,cash
82,harbouring
83,foreign
84,722m
85,lend
86,large
87,plunges
88,crunch
89,statistics
90,households
91,461bn
92,24bn
93,supply
94,tapped
95,too
96,stagnant
97,lending
98,rush
99,at
100,as
101,ecb
102,main
103,moved
104,months
105,an
106,increase
107,07pc
108,they
109,fell
110,reason
111,for
112,whether
113,of
114,are
115,18pc
116,on
117,only
118,voluntary
119,central
120,or
121,hold
122,mortgage
123,did
124,avail
125,bad
126,monthly
127,third
128,row
129,not
130,rose
131,category
132,happened
133,funds
134,then
135,recorded
136,month
137,reporting
138,saw
139,years
140,small
141,some
142,interbank
143,institutions
144,most
145,across
146,private
147,money
148,just
149,376bn
150,drying
151,consecutive
152,14pc
153,lenders
154,figures
155,pressures
156,loans
157,fourth
158,represents
159,fall
160,3153bn
161,sector
162,reading
163,but
164,last
165,decline
166,clearing
167,19pc
168,show
169,since
170,62m
171,though
172,more
173,provisions
174,when
175,three
176,reduction
177,credit
178,tightens
179,meant
180,property
181,12month
182,14bn
183,this
184,ever
185,allotted
186,dipped
187,other
188,have
189,increased
190,june
191,writing
192,from
193,grip
194,was
195,another
196,details
197,extent
198,borrowings
199,less
200,442bn
201,14th
202,with
203,borrowing
204,it
205,funding
206,into
207,the
208,offer
209,customers
210,in
211,domestic
212,first
213,also
214,need
215,downturn
216,accommodative
217,although
218,comprehensive
219,advanced
220,2010
221,stance
222,monitoring
223,once
224,international
225,under
226,he
227,27
228,authorities
229,kramer
230,1pc
231,trends
232,peak
233,next
234,charles
235,commerce
236,slower
237,20
238,division
239,side
240,current
241,downside
242,obama
243,needs
244,us
245,falter
246,remain
247,deeper
248,world
249,easing
250,considerable
251,fiscal
252,after
253,balance
254,strengthened
255,would
256,estimated
257,priority
258,key
259,be
260,financial
261,predicts
262,likely
263,yesterday
264,writedowns
265,135pc
266,economic
267,encourage
268,previously
269,quarter
270,underwater
271,department
272,gdp
273,bloomberg
274,stimulus
275,well
276,released
277,gradual
278,above
279,top
280,cleaning
281,interventions
282,welcomed
283,still
284,helped
285,needed
286,recovery
287,immediate
288,crisisdriven
289,implementing
290,economies
291,adding
292,consolidation
293,growth
294,craft
295,risks
296,sustainable
297,falling
298,shrank
299,maintaining
300,expect
301,improved
302,report
303,focus
304,strategies
305,tilted
306,commitment
307,steps
308,board
309,exit
310,largest
311,ambitious
312,start
313,will
314,measures
315,gap
316,might
317,recovering
318,budget
319,television
320,decisively
321,america
322,mortgages
323,adjustment
324,highly
325,should
326,extraordinary
327,product
328,additional
329,interview
330,directors
331,revisions
332,unwind
333,pace
334,unemployment
335,second
336,imf
337,used
338,middle
339,impact
340,mediumterm
341,prior
342,materialise
343,rebound
344,fund
345,head
346,lessthanprojected
347,10pc
348,statement
349,strong
350,emerging
351,called
352,policy
353,even
354,monetary
355,prepared
356,administration
357,gross
358,ease
359,way
360,north
361,considered
362,while
363,rate
364,if
365,contracting
366,64pc
367,below
368,revenue
369,is
370,annual
371,inject
372,potential
373,past
374,sheets
375,contraction
376,their
377,lemongrass
378,289
379,niall
380,folds
381,recently
382,buyer
383,told
384,guaranteed
385,include
386,citywest
387,now
388,creditors
389,creditor
390,tilly
391,emmet
392,naas
393,before
394,aib
395,de
396,looking
397,personal
398,capacity
399,glennon
400,mansfield
401,telecoms
402,mr
403,debt
404,memery
405,325
406,emer
407,maynooth
408,successfully
409,brand
410,owed
411,liquidators
412,folded
413,being
414,franchisor
415,appointed
416,jim
417,almost
418,were
419,hit
420,had
421,liquidator
422,unsecured
423,500
424,owned
425,assets
426,known
427,browne
428,135
429,brun
430,about
431,former
432,recent
433,business
434,leaving
435,traded
436,asia
437,ryan
438,outstanding
439,restaurants
440,baker
441,000
442,owing
443,entrepreneur
444,which
445,meeting
446,hotel
447,12m
448,journalism
449,no
450,guardian
451,elsewhere
452,beyond
453,she
454,2011
455,reported
456,structure
457,moving
458,how
459,job
460,observer
461,redundancy
462,29
463,withstand
464,further
465,flagship
466,london
467,fullyear
468,titles
469,tied
470,200m
471,cross
472,we
473,90m
474,advertising
475,savings
476,king
477,costs
478,publisher
479,title
480,cuts
481,802m
482,bear
483,green
484,ms
485,30m
486,yes
487,invest
488,including
489,cut
490,newspapers
491,despite
492,20m
493,afford
494,march
495,level
496,any
497,shoots
498,losses
499,spell
500,chief
501,collapse
502,work
503,however
504,unable
505,display
506,heavy
507,programme
508,executive
509,mccall
510,media
511,eliminated
512,loss
513,can
514,classified
515,612m
516,investment
517,experiencing
518,sister
519,steeper
520,130
521,20pc
522,carolyn
523,added
524,reflecting
525,positions
526,continue
527,there
528,group
529,our
530,out
531,using
532,higher
533,approved
534,scheme
535,interest
536,appeal
537,volatile
538,asset
539,200
540,indicated
541,loan
542,fee
543,leading
544,each
545,referred
546,paving
547,difficult
548,namabound
549,relief
550,175
551,left
552,procedure
553,borne
554,come
555,taking
556,highs
557,10
558,allied
559,developer
560,stands
561,original
562,envisaged
563,part
564,namalinked
565,brian
566,terms
567,boi
568,understood
569,future
570,paying
571,lifespan
572,2pc
573,agreed
574,outsource
575,equates
576,country
577,shares
578,securities
579,governmentbacked
580,oireachtas
581,does
582,justice
583,result
584,bill
585,through
586,lawmakers
587,liam
588,midseptember
589,daytoday
590,performance
591,pay
592,nama
593,coupon
594,emerged
595,forecast
596,makes
597,ahead
598,sixmonth
599,provides
600,fees
601,to15year
602,draft
603,expected
604,charge
605,take
606,off
607,claim
608,lower
609,ireland
610,supreme
611,court
612,towards
613,pending
614,servicing
615,refused
616,legally
617,final
618,lenihan
619,national
620,shocks
621,minister
622,prevent
623,9m
624,tax
625,session
626,92pc
627,bearing
628,revealing
629,outside
630,plans
631,put
632,decision
633,tuesday
634,trading
635,september
636,faith
637,legislation
638,carroll
639,vague
640,suggestions
641,concluded
642,jumped
643,finance
644,based
645,apply
646,investors
647,industrywide
648,sources
649,been
650,his
651,postpone
652,kelly
653,refusal
654,protection
655,goes
656,such
657,peter
658,nasty
659,flat
660,controlled
661,late
662,management
663,80bn
664,investor
665,currently
666,suffered
667,rise
668,125pc
669,able
670,rule
671,90bn
672,receive
673,misgivings
674,profitsharing
675,invite
676,dealt
677,agency
678,around
679,two
680,noted
681,bleak
682,40
683,signs
684,stabilised
685,3pc
686,cautioned
687,22
688,jfk
689,effects
690,palma
691,2
692,1
693,price
694,1987
695,air
696,bearish
697,appraisal
698,raise
699,23bn
700,sinking
701,rises
702,sheet
703,1133m
704,rivals
705,back
706,rates
707,prospects
708,optimism
709,negotiations
710,new
711,red
712,t
713,mount
714,bolster
715,notes
716,comments
717,suspend
718,visible
719,basis
720,least
721,enough
722,168pc
723,who
724,ncb
725,6pc
726,indicating
727,coping
728,reduce
729,considerably
730,better
731,walsh
732,volumes
733,94m
734,fuel
735,dent
736,glynn
737,yields
738,ba
739,krakow
740,airways
741,unit
742,drops
743,assessment
744,quarterly
745,jobs
746,deficit
747,willie
748,otherwise
749,people
750,barcelona
751,services
752,hopes
753,scrap
754,slowdown
755,earlier
756,traffic
757,malta
758,operating
759,pension
760,madrid
761,failed
762,ground
763,posted
764,ceo
765,contradicting
766,widened
767,probably
768,airline
769,end
770,british
771,improvement
772,workers
773,17pc
774,constantcurrency
775,results
776,neil
777,underlying
778,yearonyear
779,swing
780,analyst
781,cheer
782,global
783,wants
784,winter
785,season
786,employs
787,aircraft
788,surprising
789,66pc
790,alicante
791,122pc
792,gatwick
793,198bn
794,improve
795,believe
796,flightattendant
797,share
798,continuing
799,order
800,during
801,headcount
802,downbeat
803,york
804,occupancy
805,wasn
806,worst
807,franceklm
808,nearly
809,156pc
810,summer
811,significantly
812,remained
813,single
814,receiver
815,liquidated
816,course
817,incorporate
818,arena
819,secured
820,650acre
821,stalled
822,co
823,kinsale
824,rainey
825,planning
826,company
827,18hole
828,speculated
829,town
830,500seater
831,cork
832,indoor
833,development
834,harbour
835,land
836,rabobankowned
837,significant
838,sean
839,golf
840,resort
841,fivestar
842,kpmg
843,major
844,site
845,held
846,firm
847,shareholder
848,developments
849,planned
850,spearheaded
851,acc
852,appointment
853,barry
854,massive
855,sums
856,contactable
857,donohue
858,hyattmanaged
859,week
860,iif
861,door
862,overturn
863,open
864,sales
865,unsuccessful
866,industry
867,selling
868,differed
869,promised
870,disagree
871,declare
872,deferring
873,publicly
874,position
875,reformed
876,deferred
877,principle
878,defer
879,life
880,numbers
881,written
882,rather
883,foreseeable
884,situation
885,products
886,similar
887,definitely
888,applying
889,bancassurer
890,cases
891,boss
892,insurers
893,outcome
894,material
895,i
896,process
897,what
898,clearly
899,agree
900,zurich
901,introduce
902,manoeuvres
903,mike
904,euro
905,policies
906,changed
907,caused
908,retrospective
909,friends
910,pensions
911,retrospectively
912,timescale
913,charges
914,canada
915,so
916,sense
917,cost
918,decided
919,efforts
920,several
921,levy
922,immediately
923,insurance
924,multimillion
925,aren
926,today
927,re
928,resolved
929,federation
930,august
931,feed
932,won
933,question
934,all
935,between
936,investments
937,ourselves
938,standard
939,circumstances
940,regular
941,premium
942,spokesman
943,rules
944,ruled
945,aviva
946,headache
947,implementation
948,shoulder
949,kemp
950,context
951,removed
952,hibernian
953,certain
954,changes
955,costly
956,president
957,holding
958,2005
959,wait
960,outspoken
961,postponing
962,becoming
